arxiv_identity	first_public_utc	title	categories	screening_route	denominator_action	closure_reason	withdrawal_status
2608.30985v1	2026-08-31T15:43:26Z	Resonant Dynamics of Gravitational Wave and Chiral Alfvén wave in the Early Universe	astro-ph.CO,gr-qc,hep-ph	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30986v1	2026-08-31T15:43:47Z	Controlling Refusal Behavior of LLMs via Stiefel-Constrained Rotation Steering	cs.LG,cs.CL	core-daily-full-semantic-screen	pre-denominator closure	AI research identity reviewed; no durable mechanism, ownership, or evaluation-contract delta at denominator admission	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30987v1	2026-08-31T15:43:51Z	Stick to What You Know: A Study of Knowledge-Aligned Supervised Fine-Tuning	cs.CL,cs.AI,cs.LG	core-daily-full-semantic-screen	retained	retained: durable AI-system mechanism or ownership/evaluation-contract delta	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30988v1	2026-08-31T15:44:13Z	METIS high-contrast imaging simulations: From instrument modelling to science readiness	astro-ph.IM	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30989v1	2026-08-31T15:44:48Z	The First Array-Wide Diffuse Flux Search for UHE Neutrinos with the Askaryan Radio Array	astro-ph.HE,astro-ph.IM	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30990v1	2026-08-31T15:45:21Z	Convergence of symmetries: nilpotency, dimension, and perfectness	math.DG	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30991v1	2026-08-31T15:45:33Z	A block-Toeplitz approach to the spectrum of the Neumann-Poincaré operator on self-similar chains	math.AP	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30992v1	2026-08-31T15:46:07Z	Trustless Accountable Data Sharing for Supply Chains: A Reference Architecture and MoreMedDiet Proof-of-Concept	cs.ET	weekly-route-trigger-check	pre-denominator closure	weekly-filtered category without an in-window Daily trigger or cross-listed durable AI-system delta	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30993v1	2026-08-31T15:46:20Z	"The Mysteries of Plato's Parmenides Dispersed: From musical intervals to contacts/""hapseis"" to ""logoi"""	math.HO	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30994v1	2026-08-31T15:46:44Z	Intercoupling of Segregation and Rheology in Spatially Developing Granular Chute Flows	cond-mat.soft	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30995v1	2026-08-31T15:46:53Z	Constraining equation of state of neutron star using neutron star-black hole mergers	gr-qc,astro-ph.HE	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30996v1	2026-08-31T15:47:23Z	Faithfulness Is Not Free: Auditing Offline KV-Cache Quantization in Retrieval-Augmented Generation	cs.CL	core-daily-full-semantic-screen	retained	retained: durable AI-system mechanism or ownership/evaluation-contract delta	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30997v1	2026-08-31T15:48:39Z	Multi-View Reflective Surface Inspection via Semantic-Saliency Cross-Verification	cs.CV	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30998v1	2026-08-31T15:49:51Z	Commutator identities, Lie product identities, and Multiplicative Lie algebras	math.GR	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30999v1	2026-08-31T15:50:21Z	Metaorder modelling and identification from public data	q-fin.TR	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.31000v1	2026-08-31T15:51:39Z	On almost commuting matrices with respect to the normalized Hilbert--Schmidt norm	math.SP,math.FA,math.OA	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.31001v1	2026-08-31T15:52:49Z	Work Extraction Across a Thermodynamic Hierarchy in Quantum Many-Body Systems	quant-ph,cond-mat.stat-mech	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.31002v1	2026-08-31T15:53:41Z	DARP: A Calibrated Dual-Arm RGB-D-IR Dataset for Multi-View Robotic Perception	cs.RO,cs.CV	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.31003v1	2026-08-31T15:54:38Z	Domain-Varying 2D Green' s Functions for Cage-based Deformation	cs.GR	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.31004v1	2026-08-31T15:55:06Z	Storage-Centric System Designs for Enabling Fast, Efficient, and Low-Cost Genomic and Metagenomic Analyses	cs.AR,cs.DC,q-bio.GN,q-bio.QM	core-daily-full-semantic-screen	pre-denominator closure	application-specific study; title/abstract does not change a reusable AI-system state, control, or evaluation contract	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.31005v1	2026-08-31T15:55:48Z	From Intent to Evidence: Policy-Steered Multi-Strategy Retrieval for Long-Video Agents	cs.CV	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.31006v1	2026-08-31T15:56:14Z	From Prompt to Prototype: Towards a Frontier LLM Driven RF Engineering Workflow	eess.SY	weekly-route-trigger-check	pre-denominator closure	weekly-filtered category without an in-window Daily trigger or cross-listed durable AI-system delta	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.31007v1	2026-08-31T15:56:28Z	Augmenting Interviewer Judgments of Patient Experience with Automatic Language Analysis	cs.HC,cs.CL	core-daily-full-semantic-screen	pre-denominator closure	application-specific study; title/abstract does not change a reusable AI-system state, control, or evaluation contract	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.31008v1	2026-08-31T15:56:38Z	Stability of gravitational instantons with a bounded Killing vector field	math.DG,math-ph	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.31009v1	2026-08-31T15:57:09Z	Language-Informed Flow Matching for Trend-Guided Structure-Based 3D Molecular Generation	cs.LG	core-daily-full-semantic-screen	pre-denominator closure	application-specific study; title/abstract does not change a reusable AI-system state, control, or evaluation contract	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.31010v1	2026-08-31T15:57:32Z	Growth of helicity in salt-finger convection in the two-dimensional three-component limit	physics.flu-dyn	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.31011v1	2026-08-31T15:58:08Z	Protected Logical Qudits in Kitaev Quantum Double Models via Stable Representations	quant-ph,math.RT	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.31012v1	2026-08-31T15:58:18Z	Prime ideals and representations of the bosonization of the super Jordan plane	math.RA	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.31013v1	2026-08-31T15:58:22Z	TSPFN: A Temporal Tabular Foundation Model for Physiological Time Series Classification	cs.LG,cs.CV	core-daily-full-semantic-screen	pre-denominator closure	application-specific study; title/abstract does not change a reusable AI-system state, control, or evaluation contract	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.31014v1	2026-08-31T15:58:22Z	Evidence-Bounded Mental Health Reasoning from Heterogeneous Speech Protocols	cs.CL	core-daily-full-semantic-screen	pre-denominator closure	application-specific study; title/abstract does not change a reusable AI-system state, control, or evaluation contract	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
